x,y,z,corriente,tiempo,operador
-0.09,0.04,-0.3,0.82,314.11,
-0.06,0.04,-0.3,0.79,314.42,
-0.07,0.04,-0.31,0.76,315.03,
-0.09,0.04,-0.3,0.74,315.54,
-0.08,0.04,-0.31,0.72,315.85,
-0.09,0.04,-0.3,0.74,316.31,
-0.09,0.04,-0.3,0.75,316.87,
-0.07,0.04,-0.31,0.78,317.38,
-0.09,0.04,-0.3,0.8,318.00,
-0.09,0.04,-0.3,0.8,318.41,
-0.09,0.04,-0.3,0.81,318.92,
-0.09,0.03,-0.31,0.82,319.54,
-0.09,0.04,-0.3,0.83,320.05,
-0.08,0.04,-0.3,0.83,320.36,
-0.1,0.03,-0.31,0.83,321.79,
-0.09,0.04,-0.3,0.83,321.79,
-0.06,0.04,-0.3,0.85,321.85,
-0.09,0.04,-0.28,0.86,322.40,
-0.06,0.04,-0.31,0.87,323.02,
-0.14,0.04,-0.27,0.85,323.43,
-0.1,0,-0.31,0.82,323.94,
-0.07,0.03,-0.31,0.81,324.45,
-0.08,0.08,-0.27,0.81,324.96,
-0.1,0.07,-0.27,0.83,325.37,
-0.05,0.04,-0.32,0.85,325.99,
-0.09,0.04,-0.31,0.86,326.50,
-0.1,-0.01,-0.32,0.88,326.92,
-0.09,0.04,-0.31,0.88,327.52,
-0.09,0.04,-0.31,0.88,327.93,
-0.1,0.04,-0.28,0.88,328.55,
-0.1,0.04,-0.28,0.87,328.95,
-0.09,0.07,-0.28,0.86,329.47,
-0.06,0.04,-0.28,0.86,329.88,
-0.08,0.04,-0.29,0.84,330.30,
-0.09,0.04,-0.3,0.84,331.31,
-0.11,0.04,-0.3,0.86,331.52,
-0.06,0,-0.31,0.85,331.93,
-0.06,0.07,-0.28,0.84,332.44,
-0.11,0.04,-0.26,0.83,332.95,
-0.09,0.04,-0.3,0.83,333.63,
-0.07,0.07,-0.28,0.83,333.87,
-0.06,0.03,-0.31,0.82,334.69,
-0.09,0.04,-0.3,0.8,335.10,
-0.1,0.04,-0.27,0.78,335.41,
-0.06,0.03,-0.32,0.76,335.92,
-0.1,0.04,-0.28,0.82,336.54,
-0.1,0.04,-0.28,0.85,336.84,
-0.09,0.04,-0.3,0.89,337.45,
-0.06,0.07,-0.28,0.93,337.97,
-0.09,0.04,-0.28,0.97,338.38,
-0.07,0.04,-0.3,1.14,338.99,
-0.09,0.03,-0.31,1.35,339.40,
-0.09,0.03,-0.32,1.52,339.91,
-0.06,0.04,-0.31,1.66,340.32,
-0.09,0.03,-0.31,1.75,340.94,
-0.09,0.04,-0.31,1.81,341.39,
-0.1,0.03,-0.32,1.87,342.06,
-0.09,0.04,-0.31,1.94,342.37,
-0.1,0.04,-0.28,2,343.09,
-0.09,0.03,-0.3,2.06,343.60,
-0.06,0.04,-0.28,2.1,343.90,
-0.09,0.03,-0.32,2.14,344.63,
-0.1,0.03,-0.3,2.16,344.93,
-0.06,0.04,-0.32,2.18,345.55,
-0.07,0.04,-0.28,2.2,345.85,
-0.09,0.04,-0.28,2.17,346.37,
-0.09,0.04,-0.28,2.15,346.88,
-0.09,0.04,-0.3,2.14,347.43,
-0.09,0.04,-0.31,2.13,347.90,
-0.09,0.04,-0.3,2.11,348.52,
-0.09,0.04,-0.3,1.98,348.92,
-0.09,0.04,-0.31,1.73,349.34,
-0.09,0.03,-0.3,1.41,349.85,
-0.09,0.04,-0.28,1.2,350.37,
-0.07,0.04,-0.3,1.05,351.07,
-0.11,0.12,-0.22,0.96,351.38,
-0.11,0.03,-0.31,0.9,352.51,
-0.09,0.04,-0.3,0.85,352.51,
-0.07,0.04,-0.3,0.81,352.83,
-0.09,0.04,-0.3,0.77,353.43,
-0.1,0.04,-0.3,0.75,354.15,
-0.09,0.04,-0.3,0.74,354.76,
-0.09,0.04,-0.31,0.73,355.17,
-0.09,0.04,-0.31,0.72,355.48,
-0.09,0.03,-0.31,0.71,355.89,
-0.09,0.04,-0.3,0.7,356.40,
-0.09,0.03,-0.31,0.73,356.91,
-0.09,0.03,-0.31,0.75,357.43,
-0.09,0.03,-0.3,0.77,357.94,
-0.09,0.04,-0.27,0.78,358.96,
-0.08,0.04,-0.31,0.78,358.96,
-0.07,0.03,-0.31,0.77,359.38,
-0.1,0.04,-0.28,0.76,359.98,
-0.06,0.04,-0.28,0.76,360.40,
-0.09,0.04,-0.31,0.77,360.90,
-0.09,0.04,-0.3,0.76,361.42,
-0.09,0.04,-0.31,0.77,361.93,
-0.06,0.04,-0.28,0.8,362.44,
-0.11,0.04,-0.3,0.82,363.06,
-0.08,0,-0.32,0.85,363.36,
-0.1,0.04,-0.31,0.9,363.89,
-0.15,0.04,-0.28,0.97,364.39,
-0.05,0.04,-0.26,1.02,364.90,
-0.06,0.03,-0.36,1.05,365.41,
-0.06,0.02,-0.32,1.08,366.02,
-0.05,0.04,-0.3,1.1,366.43,
-0.13,0.08,-0.26,1.11,366.95,
-0.13,0.03,-0.31,1.1,367.56,
-0.1,0,-0.31,1.09,367.87,
-0.09,0.04,-0.32,1.08,368.69,
-0.1,-0.01,-0.32,1.07,368.89,
-0.02,0.04,-0.28,1.06,369.40,
-0.11,0.08,-0.22,1.05,369.92,
-0.09,0.04,-0.3,1.03,370.43,
-0.1,0.04,-0.3,1.02,371.05,
-0.09,0.04,-0.3,1.03,371.45,
-0.1,0.03,-0.31,1,372.27,
-0.09,0.03,-0.3,0.98,372.52,
-0.06,0.04,-0.3,0.96,372.89,
-0.07,0.03,-0.31,0.95,373.40,
-0.09,0.04,-0.28,0.93,373.93,
-0.08,0.03,-0.31,0.9,374.42,
-0.07,0.04,-0.3,0.89,374.93,
-0.06,0.04,-0.3,0.89,375.75,
-0.09,0.04,-0.3,0.89,376.57,
-0.06,0.04,-0.31,0.89,376.58,
-0.09,0.03,-0.31,0.87,376.88,
-0.1,0.04,-0.3,0.84,377.40,
-0.07,0.04,-0.31,0.82,378.42,
-0.09,0.03,-0.31,1,378.43,
-0.09,0.04,-0.31,1.15,379.03,
-0.09,0.04,-0.3,1.3,379.44,
-0.09,0.03,-0.3,1.39,379.95,
-0.09,0.04,-0.3,1.43,380.36,
-0.09,0.04,-0.3,1.47,380.98,
-0.09,0.03,-0.3,1.5,381.49,
-0.09,0.04,-0.31,1.52,381.81,
-0.09,0.04,-0.31,1.53,382.41,
-0.09,0.04,-0.31,1.56,382.92,
-0.1,0.04,-0.3,1.6,383.64,
-0.1,0.03,-0.3,1.65,383.94,
-0.09,0.04,-0.28,1.68,384.40,
-0.09,0.04,-0.3,1.71,385.07,
-0.1,0.03,-0.32,1.74,385.48,
-0.09,0.03,-0.3,1.76,386.10,
-0.06,0.04,-0.28,1.94,386.40,
-0.09,0.03,-0.3,2.07,386.92,
-0.09,0.03,-0.3,2.16,387.53,
-0.06,0.07,-0.28,2.22,387.94,
-0.08,0.04,-0.28,2.15,388.54,
-0.09,0.03,-0.32,2.05,388.86,
-0.09,0.04,-0.3,1.9,389.37,
-0.09,0.02,-0.32,1.76,389.89,
-0.1,0.04,-0.31,1.66,390.40,
-0.06,0.04,-0.3,1.59,390.98,
-0.09,0.04,-0.31,1.54,392.34,
-0.09,0.04,-0.28,1.53,392.35,
-0.09,0.03,-0.3,1.53,392.77,
-0.07,0.04,-0.3,1.53,393.26,
-0.09,0.04,-0.31,1.53,393.68,
-0.09,0.04,-0.31,1.53,393.98,
-0.06,0.03,-0.32,1.53,394.70,
-0.09,0.04,-0.31,1.54,395.01,
-0.09,0.07,-0.3,1.6,395.40,
-0.06,0.07,-0.27,1.91,395.94,
-0.06,0.07,-0.28,1.98,396.49,
-0.08,0.04,-0.3,2.04,396.95,
-0.06,0.04,-0.31,2.08,398.08,
-0.09,0.04,-0.31,2.17,398.38,
-0.09,0.03,-0.3,2.19,399.10,
-0.09,0.03,-0.3,2.21,399.41,
-0.09,0.03,-0.31,2.22,399.92,
-0.06,0.04,-0.3,2.23,400.43,
-0.08,0.04,-0.31,2.24,401.05,
-0.09,0.03,-0.3,2.24,401.45,
-0.09,0.04,-0.3,2.23,401.97,
-0.06,0.04,-0.31,2.23,402.48,
-0.09,0.04,-0.31,2.24,402.89,
-0.09,0.03,-0.3,2.25,403.50,
-0.07,0.03,-0.3,2.27,404.12,
-0.06,0.04,-0.31,2.29,404.83,
-0.09,0.03,-0.31,2.3,405.14,
-0.07,0.04,-0.3,2.27,405.44,
-0.07,0.04,-0.31,1.83,406.07,
-0.09,0.04,-0.31,1.51,406.35,
-0.09,0.03,-0.28,1.41,406.89,
-0.06,0.04,-0.3,1.34,407.54,
-0.09,0.04,-0.31,1.29,407.91,
-0.09,0.04,-0.3,1.24,408.42,
-0.08,0.04,-0.28,1.24,408.93,
-0.09,0.04,-0.31,1.25,409.44,
-0.09,0.04,-0.31,1.27,409.95,
-0.09,0.04,-0.3,1.29,410.36,
-0.09,0.04,-0.3,1.31,410.98,
-0.08,0.04,-0.31,1.33,411.49,
-0.07,0.04,-0.3,1.34,411.90,
-0.09,0.04,-0.31,1.37,412.41,
-0.09,0.04,-0.3,1.39,412.93,
-0.09,0.03,-0.3,1.4,413.44,
-0.08,0.04,-0.3,1.4,413.95,
-0.09,0.04,-0.3,1.39,414.36,
-0.08,0.04,-0.32,1.39,414.97,
-0.08,0.03,-0.3,1.4,415.39,
-0.09,0.04,-0.3,1.41,416.10,
-0.09,0.04,-0.3,1.42,416.47,
-0.06,0.03,-0.31,1.29,416.92,
-0.07,0.04,-0.3,1.2,417.64,
-0.09,0.03,-0.3,1.14,417.94,
-0.09,0.04,-0.3,1.11,418.45,
-0.09,0.04,-0.3,1.07,418.86,
-0.06,0.04,-0.3,1.03,419.38,
-0.06,0.04,-0.31,1.01,420.09,
-0.09,0.04,-0.3,0.98,420.61,
-0.09,0.03,-0.3,0.94,420.91,
-0.07,0.03,-0.31,0.93,421.52,
-0.09,0.03,-0.3,0.9,421.93,
-0.09,0.04,-0.3,0.89,422.55,
-0.09,0.03,-0.3,0.88,422.95,
-0.09,0.03,-0.31,0.87,423.58,
-0.09,0.03,-0.31,0.88,423.88,
-0.06,0.03,-0.3,1.19,424.38,
-0.09,0.03,-0.32,1.39,425.01,
-0.09,0.03,-0.31,1.52,425.47,
-0.06,0.03,-0.31,1.6,426.03,
-0.09,0.04,-0.28,1.67,426.44,
-0.09,0.04,-0.28,1.92,427.26,
-0.06,0.03,-0.3,2.13,427.57,
-0.09,0.04,-0.31,2.38,427.98,
-0.1,0.04,-0.26,2.55,428.49,
-0.1,0.07,-0.26,2.71,429.00,
-0.06,0.03,-0.31,2.84,429.51,
-0.09,0.03,-0.3,2.95,429.92,
-0.05,0.02,-0.32,3.05,430.54,
-0.09,0.04,-0.32,3.14,430.95,
-0.06,0.04,-0.31,3.21,431.87,
-0.06,0.04,-0.31,3.27,432.07,
-0.09,0.03,-0.32,3.32,432.38,
-0.06,0.03,-0.31,3.36,432.89,
-0.1,0.04,-0.28,3.4,433.40,
-0.09,0.04,-0.28,3.43,434.16,
-0.11,0.03,-0.31,3.37,434.44,
-0.1,0.04,-0.28,3.34,435.35,
-0.11,0.02,-0.32,3.32,435.51,
-0.05,0.03,-0.31,3.31,435.97,
-0.06,0.04,-0.31,3.29,436.48,
-0.13,0.03,-0.32,3.11,436.99,
-0.05,0.04,-0.28,2.91,437.50,
-0.06,0.07,-0.28,2.5,438.75,
-0.1,0.04,-0.28,2,439.24,
-0.06,0.04,-0.31,1.85,439.45,
-0.1,0.03,-0.31,1.74,439.95,
-0.06,0.04,-0.3,1.81,440.47,
-0.06,0.04,-0.27,1.93,441.19,
-0.09,0,-0.32,2.07,441.80,
-0.1,0,-0.31,2.21,442.21,
-0.05,0.02,-0.32,2.33,442.62,
-0.13,0.02,-0.32,2.35,443.13,
-0.05,0.04,-0.28,2.31,443.44,
-0.1,0.04,-0.3,2.3,443.95,
-0.09,0.04,-0.31,2.31,444.42,
-0.09,0.04,-0.28,2.33,444.98,
-0.06,0.03,-0.31,2.34,445.44,
-0.09,0.04,-0.28,2.37,446.00,
-0.08,0.04,-0.31,2.41,446.82,
-0.1,0.04,-0.31,2.44,447.13,
-0.07,0.03,-0.32,2.46,447.43,
-0.09,0.03,-0.31,2.48,447.94,
-0.08,0.04,-0.3,2.5,448.46,
-0.06,0.03,-0.31,2.51,448.97,
-0.08,0.04,-0.3,2.54,449.38,
-0.09,0.04,-0.3,2.58,449.99,
-0.09,0.04,-0.31,2.5,450.50,
-0.06,0.04,-0.3,2.35,450.90,
-0.06,0.03,-0.3,2.12,451.44,
-0.07,0.04,-0.3,1.78,451.94,
-0.08,0.03,-0.31,1.54,452.65,
-0.09,0.04,-0.3,1.37,452.96,
-0.09,0.03,-0.3,1.26,453.48,
-0.08,0.03,-0.31,1.18,454.20,
-0.08,0.04,-0.31,1.11,454.50,
-0.09,0.04,-0.3,1.09,454.91,
-0.09,0.04,-0.3,1.07,455.56,
-0.09,0.04,-0.3,1.05,455.93,
-0.08,0.03,-0.3,1.02,457.27,
-0.09,0.03,-0.31,1,457.27,
-0.09,0.03,-0.3,0.99,458.08,
-0.09,0.04,-0.31,0.94,458.09,
-0.06,0.04,-0.28,0.9,458.50,
-0.08,0.04,-0.31,0.87,458.90,
-0.06,0.04,-0.3,0.84,459.42,
-0.07,0.03,-0.3,0.8,460.03,
-0.07,0.03,-0.3,0.77,460.74,
-0.09,0.04,-0.32,0.75,461.06,
-0.09,0.03,-0.3,0.73,461.46,
-0.09,0.04,-0.3,0.71,461.97,
-0.09,0.04,-0.31,0.72,462.59,
-0.09,0.04,-0.3,0.73,463.00,
-0.08,0.03,-0.31,0.73,463.92,
-0.06,0.04,-0.31,0.74,464.23,
-0.07,0.04,-0.3,0.75,464.44,
-0.09,0.04,-0.3,0.73,464.95,
-0.09,0.03,-0.3,0.71,465.47,
-0.09,0.04,-0.3,0.69,465.97,
-0.09,0.03,-0.3,0.69,466.48,
-0.09,0.04,-0.3,0.69,467.09,
-0.09,0.03,-0.31,0.69,467.40,
-0.09,0.03,-0.3,0.69,468.12,
-0.09,0.04,-0.3,0.69,468.53,
-0.09,0.04,-0.31,0.69,469.14,
-0.06,0.03,-0.3,0.69,469.45,
-0.09,0.02,-0.31,0.69,470.06,
-0.09,0.04,-0.31,0.69,470.47,
-0.09,0.04,-0.3,0.7,470.99,
-0.09,0.04,-0.3,0.71,471.50,
-0.09,0.04,-0.31,0.7,472.01,
-0.09,0.03,-0.31,0.68,472.71,
-0.1,0.03,-0.31,0.68,472.99,
-0.1,0.03,-0.31,0.8,473.44,
-0.09,0.03,-0.31,0.86,474.03,
-0.1,0.03,-0.31,0.91,474.48,
-0.13,0.02,-0.32,0.94,474.98,
-0.06,0.04,-0.3,0.96,476.01,
-0.09,0.03,-0.31,1,476.01,
-0.08,0.03,-0.3,1.01,476.72,
-0.08,0.04,-0.3,1.02,477.03,
-0.06,0.04,-0.28,1.04,477.61,
-0.06,0.04,-0.31,1.04,477.89,
-0.07,0.04,-0.3,1.04,478.46,
-0.06,0.07,-0.28,1.04,479.08,
-0.06,0.03,-0.3,1.04,479.99,
-0.1,0.04,-0.31,1.04,480.00,
-0.08,0.03,-0.31,1.03,480.51,
-0.07,0.04,-0.31,1.02,481.02,
-0.06,0.04,-0.3,1.01,481.43,
-0.06,0.03,-0.31,1.01,482.42,
-0.07,0.04,-0.3,1.02,482.66,
-0.07,0.04,-0.3,1.01,483.17,
-0.06,0.04,-0.28,0.95,483.48,
-0.09,0.04,-0.28,0.92,483.99,
-0.07,0.03,-0.28,0.9,484.81,
-0.07,0.03,-0.3,0.89,485.33,
-0.09,0.04,-0.31,0.88,485.52,
-0.06,0.03,-0.3,0.86,486.14,
-0.06,-0.01,-0.35,0.85,486.45,
-0.06,-0.01,-0.32,0.86,486.97,
-0.06,0.04,-0.3,0.87,487.78,
-0.06,0.07,-0.27,0.89,488.19,
-0.1,0.03,-0.3,0.91,488.60,
-0.05,0,-0.31,0.95,489.01,
-0.05,0,-0.34,0.98,489.73,
-0.11,0.04,-0.28,1,489.93,
-0.05,0.04,-0.3,1.01,490.76,
-0.06,0.04,-0.28,1.02,491.06,
-0.09,0.07,-0.3,1.02,491.53,
-0.1,0.03,-0.3,0.97,491.98,
-0.11,0.07,-0.27,1.3,492.49,
-0.01,-0.01,-0.4,1.71,493.10,
-0.1,0.04,-0.28,2.36,493.63,
-0.06,0.04,-0.26,2.9,494.13,
-0.14,0,-0.31,3.27,494.54,
-0.09,0.04,-0.3,3.54,494.95,
-0.06,0.03,-0.32,3.73,495.67,
-0.06,-0.01,-0.35,3.88,496.08,
-0.07,0.04,-0.28,4,496.49,
-0.06,0.04,-0.3,4.1,497.20,
-0.1,0.03,-0.31,4.18,497.68,
-0.09,0.08,-0.26,4.26,498.03,
-0.05,0.04,-0.32,4.33,499.05,
-0.06,0.03,-0.3,4.38,499.05,
-0.06,0.03,-0.31,4.43,499.45,
-0.09,0.04,-0.3,4.47,500.38,
-0.09,0.04,-0.3,4.51,500.68,
-0.06,0.04,-0.31,4.55,500.99,
-0.06,0.03,-0.31,4.58,501.50,
-0.09,0.03,-0.3,4.61,502.01,
-0.06,0.04,-0.31,4.53,502.42,
-0.06,0.04,-0.3,4.34,502.94,
-0.09,0.03,-0.28,3.72,503.75,
-0.07,0.03,-0.31,2.8,503.96,
-0.09,0.04,-0.28,2.36,505.09,
-0.09,0.04,-0.28,2.15,505.09,
-0.09,0.03,-0.31,2.09,505.49,
-0.08,0.04,-0.3,2.07,506.11,
-0.1,0.03,-0.31,2.06,506.93,
-0.09,0.03,-0.3,2.08,507.75,
-0.07,0.03,-0.3,2.15,507.76,
-0.08,0.04,-0.3,2.21,508.36,
-0.06,0.04,-0.3,2.26,508.57,
-0.08,0.04,-0.3,2.29,509.39,
-0.09,0.03,-0.31,2.32,510.10,
-0.09,0.04,-0.3,2.33,510.11,
-0.09,0.04,-0.3,2.35,511.13,
-0.08,0.04,-0.31,2.38,511.13,
-0.06,0.03,-0.3,2.41,511.43,
-0.09,0.04,-0.3,2.44,512.16,
-0.07,0.04,-0.31,2.47,512.46,
-0.08,0.03,-0.3,2.5,513.59,
-0.09,0.03,-0.3,2.54,513.59,
-0.09,0.03,-0.3,2.58,513.89,
-0.06,0.04,-0.3,2.5,514.50,
-0.09,0.03,-0.31,2.33,515.23,
-0.09,0.04,-0.3,2.02,515.74,
-0.07,0.04,-0.31,1.64,516.50,
-0.09,0.03,-0.31,1.36,516.50,
-0.09,0.03,-0.32,1.16,517.07,
-0.1,0.04,-0.31,0.98,517.46,
-0.06,0.04,-0.31,0.89,518.00,
-0.09,0.04,-0.3,0.81,519.43,
-0.09,0.04,-0.3,0.76,519.44,
-0.07,0.04,-0.3,0.73,519.83,
-0.06,0.04,-0.3,0.69,520.34,
-0.09,0.03,-0.3,0.66,520.85,
-0.06,0.04,-0.31,0.64,521.06,
-0.06,0.04,-0.3,0.64,521.47,
-0.09,0.04,-0.3,0.66,521.98,
-0.09,0.03,-0.3,0.69,522.49,
-0.06,0.04,-0.31,0.74,523.21,
-0.09,0.04,-0.3,0.76,523.52,
-0.07,0.03,-0.31,0.77,524.13,
-0.09,0.03,-0.31,0.77,524.44,
-0.09,0.04,-0.3,0.79,525.05,
-0.06,0.04,-0.28,0.82,525.47,
-0.09,0.03,-0.3,0.84,526.08,
-0.08,0.04,-0.31,0.85,526.49,
-0.08,0.03,-0.31,0.87,527.20,
-0.09,0.03,-0.3,0.89,527.82,
-0.06,0.04,-0.3,0.87,528.02,
-0.06,0.04,-0.28,0.84,528.64,
-0.08,0.04,-0.3,0.82,529.15,
-0.09,0.03,-0.31,0.81,529.46,
-0.07,0.03,-0.28,0.79,530.07,
-0.09,0.04,-0.28,0.77,530.58,
-0.07,0.04,-0.31,0.79,530.99,
-0.06,0.03,-0.31,0.75,531.71,
-0.09,0.03,-0.32,0.72,532.22,
-0.09,0.03,-0.28,0.7,532.53,
-0.09,0.03,-0.3,0.69,533.36,
-0.1,0.04,-0.3,0.69,533.65,
-0.1,0.03,-0.32,0.68,533.96,
-0.06,0.03,-0.31,0.7,534.88,
-0.1,0.03,-0.31,0.74,535.20,
-0.06,0.02,-0.35,0.93,535.70,
-0.05,0.08,-0.28,1.23,536.01,
-0.11,0.08,-0.24,1.49,536.42,
-0.06,0.03,-0.31,1.69,536.93,
-0.04,0.04,-0.32,1.84,537.86,
-0.11,0.04,-0.31,1.96,538.37,
-0.06,0.03,-0.35,2.03,538.63,
-0.1,0.03,-0.28,2.1,538.98,
-0.07,0.04,-0.31,2.18,540.21,
-0.09,0.04,-0.31,2.26,540.22,
-0.09,0.04,-0.3,2.34,540.49,
-0.1,0.04,-0.31,2.39,541.44,
-0.06,0.03,-0.31,2.45,541.64,
-0.09,0.04,-0.28,2.49,542.05,
-0.06,0.03,-0.28,2.53,542.57,
-0.09,0.03,-0.32,2.56,542.97,
-0.09,0.03,-0.3,2.58,543.69,
-0.07,0.03,-0.31,2.59,544.00,
-0.06,0.04,-0.3,3.04,544.71,
-0.09,0.04,-0.28,3.34,545.43,
-0.09,0.03,-0.31,3.46,545.74,
-0.06,0.04,-0.3,3.54,546.05,
-0.1,0.04,-0.31,3.6,546.46,
-0.07,0.03,-0.31,3.65,546.97,
-0.09,0.04,-0.3,3.7,547.79,
-0.09,0.04,-0.3,3.74,549.22,
-0.09,0.04,-0.31,3.75,549.23,
-0.09,0.04,-0.3,3.76,549.23,
-0.06,0.03,-0.31,3.77,549.53,
-0.06,0.03,-0.32,3.79,549.93,
-0.08,0.04,-0.3,3.82,550.55,
-0.06,0,-0.28,3.84,550.96,
-0.09,0.04,-0.3,3.88,551.47,
-0.09,0.04,-0.31,3.91,551.98,
-0.06,0.04,-0.28,3.93,552.60,
-0.06,0.04,-0.3,3.95,553.01,
-0.09,0.03,-0.31,3.96,554.13,
-0.09,0.04,-0.31,3.98,554.14,
-0.06,0.04,-0.31,3.56,554.54,
-0.09,0.03,-0.31,3.27,555.06,
-0.08,0.04,-0.3,3.07,555.57,
-0.09,0.04,-0.3,2.44,556.39,
-0.06,0.03,-0.3,2,556.80,
-0.06,0.03,-0.31,1.69,557.00,
-0.1,0.03,-0.31,1.47,557.51,
-0.1,0.03,-0.31,1.34,558.03,
-0.06,0.03,-0.31,1.24,558.43,
-0.09,0.03,-0.31,1.17,559.15,
-0.07,0.04,-0.3,1.12,559.56,
-0.09,0.04,-0.31,1.1,560.01,
-0.06,0.04,-0.3,1.08,560.48,
-0.09,0.03,-0.31,1.07,561.00,
-0.09,0.04,-0.31,1.04,561.51,
-0.09,0.03,-0.3,1.01,562.02,
-0.06,0.04,-0.3,0.94,562.84,
-0.06,0.04,-0.31,0.89,563.04,
-0.08,0.03,-0.32,0.86,563.45,
-0.06,0.04,-0.28,1.15,563.97,
-0.07,0.04,-0.3,1.38,564.49,
-0.09,0.04,-0.32,1.55,564.99,
-0.09,0.03,-0.31,1.67,565.50,
-0.09,0.03,-0.3,1.79,566.01,
-0.09,0.04,-0.3,1.87,566.53,
-0.09,0.04,-0.3,1.93,567.03,
-0.09,0.04,-0.3,1.98,567.55,
-0.09,0.04,-0.31,2,568.17,
-0.08,0.03,-0.3,2.01,568.47,
-0.09,0.04,-0.31,2.02,568.98,
-0.09,0.04,-0.3,2.05,569.50,
-0.06,0.03,-0.31,2.08,570.05,
-0.09,0.03,-0.31,2.1,570.52,
-0.09,0.03,-0.31,2.12,571.03,
-0.08,0.04,-0.28,2.13,571.54,
-0.08,0.04,-0.28,2.14,572.16,
-0.09,0.04,-0.3,2.15,572.46,
-0.09,0.03,-0.31,2.16,573.28,
-0.08,0.03,-0.3,2.17,573.49,
-0.09,0.04,-0.31,1.83,574.20,
-0.07,0.04,-0.3,1.6,574.52,
-0.06,0.04,-0.28,1.46,575.33,
-0.09,0.04,-0.3,1.36,575.53,
-0.09,0.03,-0.31,1.27,576.05,
-0.09,0.03,-0.28,1.23,576.56,
-0.09,0.04,-0.3,1.2,577.21,
-0.06,0.04,-0.3,1.19,577.48,
-0.07,0.04,-0.31,1.23,577.99,
-0.1,0.04,-0.3,1.3,578.81,
-0.08,0.04,-0.28,1.35,579.02,
-0.07,0.03,-0.31,1.38,579.53,
-0.09,0.04,-0.3,1.4,580.12,
-0.09,0.04,-0.3,1.41,580.64,
-0.09,0.03,-0.31,1.4,580.97,
-0.09,0.04,-0.3,1.41,581.58,
-0.09,0.04,-0.3,1.4,582.24,
-0.08,0.04,-0.31,1.41,582.50,
-0.06,0.04,-0.31,1.41,583.32,
-0.11,0,-0.35,1.4,583.62,
-0.09,0.04,-0.31,1.41,584.03,
-0.11,0.03,-0.31,1.4,584.55,
-0.06,0.03,-0.31,1.39,584.96,
-0.09,0.03,-0.31,1.38,585.53,
-0.1,0.02,-0.31,1.38,586.08,
-0.08,0.03,-0.34,1.36,586.49,
-0.05,0.04,-0.28,1.35,587.01,
-0.09,-0.01,-0.35,1.33,587.73,
-0.06,0.04,-0.28,1.22,588.03,
-0.05,0.04,-0.28,1.1,588.85,
-0.06,0.04,-0.31,1.01,589.15,
0,-0.06,-0.4,0.9,589.46,
-0.04,0.12,-0.24,0.83,590.10,
-0.09,0.04,-0.28,0.78,590.80,
-0.09,0.03,-0.31,0.76,591.61,
-0.06,0.03,-0.3,0.74,591.62,
-0.1,0.03,-0.31,0.73,592.02,
-0.02,0.03,-0.28,0.72,592.64,
-0.1,0.04,-0.29,0.71,593.05,
-0.06,0.04,-0.3,0.69,593.50,
-0.08,0.03,-0.3,0.68,594.07,
-0.06,0.04,-0.28,0.67,594.52,
-0.1,0.04,-0.31,0.66,594.99,
-0.08,0.04,-0.28,0.67,595.71,
-0.09,0.04,-0.3,0.68,596.01,
-0.05,0.03,-0.32,0.67,596.54,
-0.1,0.03,-0.31,0.66,597.05,
-0.05,0.04,-0.28,0.7,597.72,
-0.1,0.03,-0.3,0.72,597.97,
-0.05,0.04,-0.28,0.97,598.68,
-0.1,0.03,-0.31,1.36,599.91,
-0.09,0.02,-0.31,1.68,599.91,
